,Unnamed: 0,aspect,base_category,MAIN_CATEGORY
2562,2562,modular system,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2563,2563,interior upgrades,interior,INTERIOR / COMFORT / ERGONOMICS
2564,2564,mmi interface,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2565,2565,steering comfort mode,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2566,2566,ledge,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2567,2567,bumpy road,road terrain,HANDLING / DYNAMICS
2568,2568,mountain road,road terrain,HANDLING / DYNAMICS
2569,2569,speed shift transmission,transmission,POWERTRAIN / PERFORMANCE
2570,2570,media centre,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2571,2571,pricier versions,value / cost,DISTANCE / MEASUREMENT /  COST
2572,2572,fold down seats,seats,INTERIOR / COMFORT / ERGONOMICS
2573,2573,optional heads up displays,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2574,2574,map,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
2575,2575,trim pieces,exterior materials & finish,EXTERIOR / STYLING / DESIGN
2576,2576,two axle air suspension,suspension,HANDLING / DYNAMICS
2577,2577,carbon ceramic discs,brake,HANDLING / DYNAMICS
2578,2578,driving in town,drive,POWERTRAIN / PERFORMANCE
2579,2579,upshifts,transmission,POWERTRAIN / PERFORMANCE
2580,2580,v8,engine / power train,POWERTRAIN / PERFORMANCE
2581,2581,headrest,seats,INTERIOR / COMFORT / ERGONOMICS
2582,2582,selector,physical controls,INTERIOR / COMFORT / ERGONOMICS
2583,2583,low speed manoeuvres,driving dynamics / handling,HANDLING / DYNAMICS
2584,2584,dry condition,road terrain,HANDLING / DYNAMICS
2585,2585,interior noise,interior,INTERIOR / COMFORT / ERGONOMICS
2586,2586,a3 gravitas,generic description & miscellaneous,GENERAL INFORMATION
2587,2587,s8,model / generic car terms,GENERAL INFORMATION
2588,2588,digital instruments,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2589,2589,town traffic,road terrain,HANDLING / DYNAMICS
2590,2590,outward visibility,visibility & view,SAFETY
2591,2591,remote driving,drive,POWERTRAIN / PERFORMANCE
2592,2592,safety,safety,SAFETY
2593,2593,review,visibility & view,SAFETY
2594,2594,turning circle,cornering,HANDLING / DYNAMICS
2595,2595,first impression,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
2596,2596,front drive shafts,drive,POWERTRAIN / PERFORMANCE
2597,2597,sharp turn,cornering,HANDLING / DYNAMICS
2598,2598,long in the car,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2599,2599,feedback,driving dynamics / handling,HANDLING / DYNAMICS
2600,2600,back windows,windows / glass,EXTERIOR / STYLING / DESIGN
2601,2601,momentum99 fuel,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2602,2602,mercedes sl,model / generic car terms,GENERAL INFORMATION
2603,2603,door mirrors,mirrors,SAFETY
2604,2604,large,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
2605,2605,driving dynamics,driving dynamics / handling,HANDLING / DYNAMICS
2606,2606,driver display panel,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2607,2607,back space,passenger space,INTERIOR / COMFORT / ERGONOMICS
2608,2608,a4  g5 steering,steering,HANDLING / DYNAMICS
2609,2609,swerve control,traction / stability,HANDLING / DYNAMICS
2610,2610,rear pillars,chassis / structural,STRUCTURAL
2611,2611,ambience,emotional & sensory experience,EMOTIONAL / SENSORY / VISUAL
2612,2612,interiors,interior,INTERIOR / COMFORT / ERGONOMICS
2613,2613,automatic transmission,transmission,POWERTRAIN / PERFORMANCE
2614,2614,camber dirt road,road terrain,HANDLING / DYNAMICS
2615,2615,digital display,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2616,2616,panel,build quality / construction,STRUCTURAL
2617,2617,reversing assistant tech,driver assistance,SAFETY
2618,2618,damper control,suspension,HANDLING / DYNAMICS
2619,2619,second row seat,seats,INTERIOR / COMFORT / ERGONOMICS
2620,2620,build quality,build quality / construction,STRUCTURAL
2621,2621,a4  g5,model / generic car terms,GENERAL INFORMATION
2622,2622,bmw drivers,driver assistance,SAFETY
2623,2623,rear parking sensors,parking,FUNCTIONAL / UTILITY FEATURES
2624,2624,handle,doors,EXTERIOR / STYLING / DESIGN
2625,2625,standard frame,build quality / construction,STRUCTURAL
2626,2626,third row,passenger space,INTERIOR / COMFORT / ERGONOMICS
2627,2627,nap screen,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2628,2628,baby seats,seats,INTERIOR / COMFORT / ERGONOMICS
2629,2629,boosting,engine / power train,POWERTRAIN / PERFORMANCE
2630,2630,foot down (acceleration),acceleration,POWERTRAIN / PERFORMANCE
2631,2631,voice commands,voice & commands,TECHNOLOGY / ELECTRONICS / SOFTWARE
2632,2632,distracted driving,safety,SAFETY
2633,2633,bmw air intake,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2634,2634,screens,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2635,2635,head rest,seats,INTERIOR / COMFORT / ERGONOMICS
2636,2636,porsche 911,model / generic car terms,GENERAL INFORMATION
2637,2637,places in the front,passenger space,INTERIOR / COMFORT / ERGONOMICS
2638,2638,kilometres,distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
2639,2639,hubs,wheels & tyres,HANDLING / DYNAMICS
2640,2640,engine start stop system,engine / power train,POWERTRAIN / PERFORMANCE
2641,2641,indicator lights,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2642,2642,cameras,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
2643,2643,weight,weight,DISTANCE / MEASUREMENT /  COST
2644,2644,audi interface,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2645,2645,rear,rear section,EXTERIOR / STYLING / DESIGN
2646,2646,steering wheel button,steering,HANDLING / DYNAMICS
2647,2647,price point,value / cost,DISTANCE / MEASUREMENT /  COST
2648,2648,top speed,acceleration,POWERTRAIN / PERFORMANCE
2649,2649,change mode controls,driving dynamics / handling,HANDLING / DYNAMICS
2650,2650,roof,roof,EXTERIOR / STYLING / DESIGN
2651,2651,pickup,acceleration,POWERTRAIN / PERFORMANCE
2652,2652,air 18,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2653,2653,revs,engine / power train,POWERTRAIN / PERFORMANCE
2654,2654,round town,road terrain,HANDLING / DYNAMICS
2655,2655,drive itself,drive,POWERTRAIN / PERFORMANCE
2656,2656,roof up,roof,EXTERIOR / STYLING / DESIGN
2657,2657,window ledge,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2658,2658,all controls,physical controls,INTERIOR / COMFORT / ERGONOMICS
2659,2659,headroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
2660,2660,entertainment screen passenger view,visibility & view,SAFETY
2661,2661,parking,parking,FUNCTIONAL / UTILITY FEATURES
2662,2662,feet adjustment,seats,INTERIOR / COMFORT / ERGONOMICS
2663,2663,drive position,drive,POWERTRAIN / PERFORMANCE
2664,2664,colors,design,EMOTIONAL / SENSORY / VISUAL
2665,2665,aerodynamic,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2666,2666,ports,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2667,2667,volume control,audio,EMOTIONAL / SENSORY / VISUAL
2668,2668,engine response,engine / power train,POWERTRAIN / PERFORMANCE
2669,2669,manoeuvre,driving dynamics / handling,HANDLING / DYNAMICS
2670,2670,summer tires,wheels & tyres,HANDLING / DYNAMICS
2671,2671,porsche gearbox,transmission,POWERTRAIN / PERFORMANCE
2672,2672,gauges,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2673,2673,doors open,doors,EXTERIOR / STYLING / DESIGN
2674,2674,comfort package,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2675,2675,magnetic ride,drive,POWERTRAIN / PERFORMANCE
2676,2676,counter drive,drive,POWERTRAIN / PERFORMANCE
2677,2677,keys,keys & lock,SAFETY
2678,2678,tech,technology,TECHNOLOGY / ELECTRONICS / SOFTWARE
2679,2679,front wheel,wheels & tyres,HANDLING / DYNAMICS
2680,2680,pumps sound,audio,EMOTIONAL / SENSORY / VISUAL
2681,2681,auto-breaking,brake,HANDLING / DYNAMICS
2682,2682,works,functionality & features,FUNCTIONAL / UTILITY FEATURES
2683,2683,air,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2684,2684,no rapid charging,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2685,2685,grips in the corners,traction / stability,HANDLING / DYNAMICS
2686,2686,brakes,brake,HANDLING / DYNAMICS
2687,2687,steering rod,steering,HANDLING / DYNAMICS
2688,2688,adaptive steering,steering,HANDLING / DYNAMICS
2689,2689,soundtrack,audio,EMOTIONAL / SENSORY / VISUAL
2690,2690,executive tier,packages / trims / variants,GENERAL INFORMATION
2691,2691,tire change pot,wheels & tyres,HANDLING / DYNAMICS
2692,2692,front wheel drive version,drive,POWERTRAIN / PERFORMANCE
2693,2693,magic sky control,roof,EXTERIOR / STYLING / DESIGN
2694,2694,audi a3,model / generic car terms,GENERAL INFORMATION
2695,2695,rs lineage,model / generic car terms,GENERAL INFORMATION
2696,2696,dual clutch,transmission,POWERTRAIN / PERFORMANCE
2697,2697,agility,driving dynamics / handling,HANDLING / DYNAMICS
2698,2698,headroom backseat,passenger space,INTERIOR / COMFORT / ERGONOMICS
2699,2699,offroader,road terrain,HANDLING / DYNAMICS
2700,2700,roundabout,cornering,HANDLING / DYNAMICS
2701,2701,gear selector knob,transmission,POWERTRAIN / PERFORMANCE
2702,2702,parcel shelf,storage & utility,FUNCTIONAL / UTILITY FEATURES
2703,2703,driver involvement,drive,POWERTRAIN / PERFORMANCE
2704,2704,flipping down the second row seats,interior,INTERIOR / COMFORT / ERGONOMICS
2705,2705,van lock,keys & lock,SAFETY
2706,2706,automatic engine start stop system,engine / power train,POWERTRAIN / PERFORMANCE
2707,2707,massage programs,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2708,2708,cabinets,storage & utility,FUNCTIONAL / UTILITY FEATURES
2709,2709,camera,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
2710,2710,ride quality,drive,POWERTRAIN / PERFORMANCE
2711,2711,wheelbase,chassis / structural,STRUCTURAL
2712,2712,key,keys & lock,SAFETY
2713,2713,practicalities,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2714,2714,adjustments,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2715,2715,wet road,road terrain,HANDLING / DYNAMICS
2716,2716,lowering backseats,functionality & features,FUNCTIONAL / UTILITY FEATURES
2717,2717,back door bins,storage & utility,FUNCTIONAL / UTILITY FEATURES
2718,2718,headlight design,design,EMOTIONAL / SENSORY / VISUAL
2719,2719,base x1,model / generic car terms,GENERAL INFORMATION
2720,2720,headlight control,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2721,2721,interior,interior,INTERIOR / COMFORT / ERGONOMICS
2722,2722,sun roof,roof,EXTERIOR / STYLING / DESIGN
2723,2723,backseat head room,passenger space,INTERIOR / COMFORT / ERGONOMICS
2724,2724,carrying three in the back,passenger space,INTERIOR / COMFORT / ERGONOMICS
2725,2725,footroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
2726,2726,air suspension comfy setting,comfort & ergonomics,INTERIOR / COMFORT / ERGONOMICS
2727,2727,gi .a.,model / generic car terms,GENERAL INFORMATION
2728,2728,third row seat,seats,INTERIOR / COMFORT / ERGONOMICS
2729,2729,on road,road terrain,HANDLING / DYNAMICS
2730,2730,downshifts,transmission,POWERTRAIN / PERFORMANCE
2731,2731,cables,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2732,2732,drive settings,functionality & features,FUNCTIONAL / UTILITY FEATURES
2733,2733,loading things,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2734,2734,storage by steering,storage & utility,FUNCTIONAL / UTILITY FEATURES
2735,2735,sport setting,driving dynamics / handling,HANDLING / DYNAMICS
2736,2736,handling limit,driving dynamics / handling,HANDLING / DYNAMICS
2737,2737,off ramp,road terrain,HANDLING / DYNAMICS
2738,2738,city driving,drive,POWERTRAIN / PERFORMANCE
2739,2739,electric assistant,driver assistance,SAFETY
2740,2740,result,performance,POWERTRAIN / PERFORMANCE
2741,2741,"30,000 miles",distance / efficiency / mileage,DISTANCE / MEASUREMENT /  COST
2742,2742,turn in,cornering,HANDLING / DYNAMICS
2743,2743,displays,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2744,2744,window down,windows / glass,EXTERIOR / STYLING / DESIGN
2745,2745,tt,model / generic car terms,GENERAL INFORMATION
2746,2746,transition,seats,INTERIOR / COMFORT / ERGONOMICS
2747,2747,navigation control,navigation / mapping,TECHNOLOGY / ELECTRONICS / SOFTWARE
2748,2748,virtual cockpit instrument,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2749,2749,bmw launch control,acceleration,POWERTRAIN / PERFORMANCE
2750,2750,side mirrors,mirrors,SAFETY
2751,2751,beams,lighting / indicators,FUNCTIONAL / UTILITY FEATURES
2752,2752,q a8,model / generic car terms,GENERAL INFORMATION
2753,2753,back features,functionality & features,FUNCTIONAL / UTILITY FEATURES
2754,2754,advantages,functionality & features,FUNCTIONAL / UTILITY FEATURES
2755,2755,systems,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2756,2756,proposition,seats,INTERIOR / COMFORT / ERGONOMICS
2757,2757,power liftgate,engine / power train,POWERTRAIN / PERFORMANCE
2758,2758,corner grip,traction / stability,HANDLING / DYNAMICS
2759,2759,vision,visibility & view,SAFETY
2760,2760,sport plus mode,driving dynamics / handling,HANDLING / DYNAMICS
2761,2761,rear armrest,seats,INTERIOR / COMFORT / ERGONOMICS
2762,2762,handling balance,traction / stability,HANDLING / DYNAMICS
2763,2763,steering sport,steering,HANDLING / DYNAMICS
2764,2764,front bumpers,bumper,EXTERIOR / STYLING / DESIGN
2765,2765,gearbox manual mode,transmission,POWERTRAIN / PERFORMANCE
2766,2766,most plastics,exterior materials & finish,EXTERIOR / STYLING / DESIGN
2767,2767,engine versions,engine / power train,POWERTRAIN / PERFORMANCE
2768,2768,engine turn off,engine / power train,POWERTRAIN / PERFORMANCE
2769,2769,lumbar support,seats,INTERIOR / COMFORT / ERGONOMICS
2770,2770,brake temperature,brake,HANDLING / DYNAMICS
2771,2771,backseat for people over 6 4,passenger space,INTERIOR / COMFORT / ERGONOMICS
2772,2772,gear shifts,transmission,POWERTRAIN / PERFORMANCE
2773,2773,doors,doors,EXTERIOR / STYLING / DESIGN
2774,2774,seats,seats,INTERIOR / COMFORT / ERGONOMICS
2775,2775,sightlines,visibility & view,SAFETY
2776,2776,rear balance,traction / stability,HANDLING / DYNAMICS
2777,2777,window line,windows / glass,EXTERIOR / STYLING / DESIGN
2778,2778,boot section,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2779,2779,gearbox response,transmission,POWERTRAIN / PERFORMANCE
2780,2780,windscreen map,windscreen / wipers,SAFETY
2781,2781,fit,build quality / construction,STRUCTURAL
2782,2782,load area,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2783,2783,suspension settings,suspension,HANDLING / DYNAMICS
2784,2784,alexis i,model / generic car terms,GENERAL INFORMATION
2785,2785,back shape,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2786,2786,convertibles,body type,EXTERIOR / STYLING / DESIGN
2787,2787,amg gt,model / generic car terms,GENERAL INFORMATION
2788,2788,sport mode steering,steering,HANDLING / DYNAMICS
2789,2789,climate controls,climate / temperature control,INTERIOR / COMFORT / ERGONOMICS
2790,2790,screen clarity,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2791,2791,steering buttons,steering,HANDLING / DYNAMICS
2792,2792,turns,cornering,HANDLING / DYNAMICS
2793,2793,pockets,storage & utility,FUNCTIONAL / UTILITY FEATURES
2794,2794,tailgate opening,doors,EXTERIOR / STYLING / DESIGN
2795,2795,g l a4,model / generic car terms,GENERAL INFORMATION
2796,2796,cruise control,driver assistance,SAFETY
2797,2797,soundproofing,roof,EXTERIOR / STYLING / DESIGN
2798,2798,two litre diesel,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2799,2799,bmw 7 60 li,model / generic car terms,GENERAL INFORMATION
2800,2800,general qualities,quality & durability,GENERAL INFORMATION
2801,2801,boot lid,boot / cargo,FUNCTIONAL / UTILITY FEATURES
2802,2802,design feature,functionality & features,FUNCTIONAL / UTILITY FEATURES
2803,2803,frontal progressions,front section,EXTERIOR / STYLING / DESIGN
2804,2804,kit,options & specifications,GENERAL INFORMATION
2805,2805,body shell,body class,EXTERIOR / STYLING / DESIGN
2806,2806,power buildup,performance,POWERTRAIN / PERFORMANCE
2807,2807,height,dimensions & measurements,DISTANCE / MEASUREMENT /  COST
2808,2808,all wheel drive,drive,POWERTRAIN / PERFORMANCE
2809,2809,optional surrounding cameras,cameras,TECHNOLOGY / ELECTRONICS / SOFTWARE
2810,2810,engine,engine / power train,POWERTRAIN / PERFORMANCE
2811,2811,pulses,audio,EMOTIONAL / SENSORY / VISUAL
2812,2812,tyre roll,wheels & tyres,HANDLING / DYNAMICS
2813,2813,new m3,model / generic car terms,GENERAL INFORMATION
2814,2814,seven series,model / generic car terms,GENERAL INFORMATION
2815,2815,petrol charging,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2816,2816,quick charge system,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2817,2817,airflow,aerodynamics / airflow,EXTERIOR / STYLING / DESIGN
2818,2818,infotainment platform,software / interaction,TECHNOLOGY / ELECTRONICS / SOFTWARE
2819,2819,noise,audio,EMOTIONAL / SENSORY / VISUAL
2820,2820,deals,value / cost,DISTANCE / MEASUREMENT /  COST
2821,2821,under the car,chassis / structural,STRUCTURAL
2822,2822,digital gauge cluster,displays / instrumentation,TECHNOLOGY / ELECTRONICS / SOFTWARE
2823,2823,charging the battery,fuel / energy / charging,POWERTRAIN / PERFORMANCE
2824,2824,manoeuvring,steering,HANDLING / DYNAMICS
2825,2825,voice grins,voice & commands,TECHNOLOGY / ELECTRONICS / SOFTWARE
2826,2826,feature,functionality & features,FUNCTIONAL / UTILITY FEATURES
2827,2827,engine pulling power,engine / power train,POWERTRAIN / PERFORMANCE
2828,2828,manual driving,transmission,POWERTRAIN / PERFORMANCE
2829,2829,cushioning,seats,INTERIOR / COMFORT / ERGONOMICS
2830,2830,m two,model / generic car terms,GENERAL INFORMATION
2831,2831,family car,body type,EXTERIOR / STYLING / DESIGN
2832,2832,powertrain,engine / power train,POWERTRAIN / PERFORMANCE
2833,2833,scuff plate,exterior materials & finish,EXTERIOR / STYLING / DESIGN
2834,2834,a4,model / generic car terms,GENERAL INFORMATION
2835,2835,steering response,steering,HANDLING / DYNAMICS
2836,2836,seat,seats,INTERIOR / COMFORT / ERGONOMICS
2837,2837,whole,generic description & miscellaneous,GENERAL INFORMATION
2838,2838,old v8 sound,engine / power train,POWERTRAIN / PERFORMANCE
2839,2839,profile,design,EMOTIONAL / SENSORY / VISUAL
2840,2840,turning volume with index finger,cornering,HANDLING / DYNAMICS
2841,2841,headspace,passenger space,INTERIOR / COMFORT / ERGONOMICS
2842,2842,layout,design,EMOTIONAL / SENSORY / VISUAL
2843,2843,internet connectivity package,connectivity / integration,TECHNOLOGY / ELECTRONICS / SOFTWARE
2844,2844,new rs6 300d gt-r,model / generic car terms,GENERAL INFORMATION
2845,2845,carbon fibre engine cover,engine / power train,POWERTRAIN / PERFORMANCE
2846,2846,rear seat headroom,passenger space,INTERIOR / COMFORT / ERGONOMICS
