,gold outputs,predictions
1124,"(seat, plenty of adjustments, positive); (steering, telescoping, positive); (seat, bolstering adjustment, positive); (steering, wheel up and down adjustment, positive)","(seat, plenty of adjustments, positive); (steering, telescoping, positive); (seat, bolstering adjustment, positive); (steering, wheel up and down adjustment, positive)"
1125,"(steering wheel, really comfortable behind the wheel, positive); (equipment, more standard, positive)","(steering wheel, really comfortable behind the wheel, positive); (equipment, more standard, positive)"
1126,"(navigation, standard, neutral); (apple carplay, standard, neutral); (driver assisstance technology, standard, neutral)","(navigation, standard, neutral); (apple carplay, standard, neutral); (driver assisstance technology, standard, neutral)"
1127,"(car, about performance, positive); (car, about style, positive); (car, about luxury, positive); (leg room, very limited, negative); (headroom, head touching ceiling, negative); (roof, sunroof, neutral); (back legroom, stretched, positive); (back, little bit more space, positive); (legroom, car not about, negative); (headroom, car not about, negative)","(car, about performance, positive); (car, about luxury, positive); (leg room, very limited, negative); (headroom, head touching ceiling, negative); (roof, sunroof, neutral); (back legroom, stretched, positive); (back, little bit more space, positive); (legroom, car not about, negative)"
1128,"(headroom, premium, positive); (car, all about style, negative); (utility, car not about, negative)","(headroom, premium, positive); (car, all about style, negative); (utility, car not about, negative)"
1129,"(back, comfortable for kids, neutral)","(back, comfortable for kids, neutral)"
1130,"(capacity, little more, positive); (cargo volume, one more cubic foot, positive); (rear seats, folding, positive); (rear seats, favorite utility feature, positive); (middle section, can fold, positive); (boot, put skies, positive)","(capacity, little more, positive); (cargo volume, one more cubic foot, positive); (rear seats, folding, positive); (rear seats, favorite utility feature, positive); (middle section, can fold, positive); (boot, put skies, positive)"
1131,"(None, None, None)","(None, None, None)"
1132,"(engine, magic, positive); (entire engine lineup, magic, positive); (engine, quicker, positive); (engine, more fuel efficient, positive); (0 to 60 time, 0.1 seconds quicker, positive); (fuel economy, improved dramatically, positive); (mpg, improvement, positive); (acceleration, faster, positive); (fuel economy, better, positive); (engine, have your cake and eat it too, positive)","(engine, magic, positive); (entire engine lineup, magic, positive); (engine, quicker, positive); (engine, more fuel efficient, positive); (0 to 60, 0.1 seconds quicker, positive); (fuel economy, improved dramatically, positive); (acceleration, faster, positive); (fuel economy, better, positive); (fuel economy, have your cake and eat it too, positive)"
1133,"(design, more emotional, positive); (roof line, stylish, positive); (roof line, changed, neutral); (tail lamps, nice, positive); (tail lamps, led, neutral)","(design, more emotional, positive); (roof line, stylish, positive); (roof line, changed, neutral); (tail lamps, nice, positive); (tail lamps, led, neutral)"
1134,"(F40 i X Dr, maximum performance, positive)","(F40 i X Dr, maximum performance, positive)"
1135,"(BMW 360 degree surround camera, real love, positive); (BMW 360 degree surround camera, can change angles, positive)","(BMW 360 degree surround camera, real love, positive); (BMW 360 degree surround camera, can change angles, positive)"
1136,"(design, not enough to differentiate the new X1 from the old, neutral); (front, not enough to differentiate the new X1 from the old, neutral)","(design, not enough to differentiate the new X1 from the old, neutral); (front, not enough to differentiate the new X1 from the old, neutral)"
1137,"(looks, very similar to old X1, neutral); (rear headrooms, decreased, negative); (roof, slope in style, neutral)","(looks, very similar to old X1, neutral); (rear headrooms, decreased, negative); (roof, slope in style, neutral)"
1138,"(360 degree camera system, really cool, positive); (backup camera, really reallistic picture, positive)","(360 degree camera system, really cool, positive); (backup camera, really reallistic picture, positive)"
1139,"(None, None, None)","(None, None, None)"
1140,"(None, None, None)","(None, None, None)"
1141,"(Wifi connectivity, not standard, negative); (Wireless charging, not standard, negative); (Wifi connectivity, love, positive); (Wireless charging, love, positive)","(Wifi connectivity, not standard, negative); (Wireless charging, not standard, negative); (Wifi connectivity, love, positive); (Wireless charging, love, positive)"
1142,"(safety kit, relective jacket, neutral); (safety kit, strange, neutral); (safety kit, very German, neutral)","(safety kit, relective jacket, neutral); (safety kit, strange, neutral); (safety kit, very German, neutral)"
1143,"(None, None, None)","(None, None, None)"
1144,"(looks, really cool, positive)","(looks, really cool, positive)"
1145,"(badges, all over the place, neutral)","(badges, all over the place, neutral)"
1146,"(I drive system, latest version, positive); (voice recognition, more natural, positive); (voice recognition, works for me, positive)","(I drive system, latest version, positive); (voice recognition, more natural, positive); (voice recognition, works for me, positive)"
1147,"(None, None, None)","(None, None, None)"
1148,"(performance, additional, neutral); (style, maximum, positive)","(performance, additional, neutral); (style, maximum, positive)"
1149,"(differential, limited slip, neutral)","(differential, limited slip, neutral)"
1150,"(dynamic handling package, limits lean, positive); (corners, limits, positive); (ride, sweet, positive)","(dynamic handling package, limits lean, positive); (corners, limits, positive); (ride, sweet, positive)"
1151,"(None, None, None)","(None, None, None)"
1152,"(None, None, None)","(None, None, None)"
1153,"(car, latest BMW variant, positive)","(car, latest BMW variant, positive)"
1154,"(car, sexier A3 series, positive); (car, unique, positive)","(car, sexier A3 series, positive); (car, unique, positive)"
1155,"(0 to 60, a full second faster, positive); (0 to 60, mile above sea level, neutral); (0 to 60, less power, neutral); (0 to 60, less air density, neutral)","(0 to 60, a full second faster, positive); (0 to 60, less air density, negative); (0 to 60, less power, negative)"
1156,"(height, lower, neutral); (car, superior, positive)","(height, lower, neutral); (car, superior, positive)"
1157,"(headroom, lot less in back, negative); (back, not want to spend lot of time, negative)","(headroom, lot less in back, negative); (back, not want to spend lot of time, negative)"
1158,"(None, None, None)","(None, None, None)"
1159,"(windows, no frames, positive); (look, sexier coop, positive)","(windows, no frames, positive); (look, sexier coop, positive)"
1160,"(None, None, None)","(None, None, None)"
1161,"(car, wide, neutral); (footprint, bigger, positive); (handle, little bit better, positive); (weight distribution, little bit more to the rear, neutral); (weight distribution, ideal 50 50, positive); (handle, little bit better on track, positive)","(car, wide, neutral); (footprint, bigger, positive); (handle, little bit better, positive); (weight distribution, little bit more to the rear, neutral); (weight distribution, ideal 50 50, positive); (handle, little bit better on track, positive)"
1162,"(tires, aggressive, positive); (weight distribution, hopefully ideal 50 50, positive); (turbo power, comes out right away, positive); (steering, sharp, positive); (steering, electric, neutral); (steering, simulating the field, positive)","(tires, aggressive, positive); (weight distribution, hopefully ideal 50 50, positive); (turbo power, comes out right away, positive); (steering, sharp, positive); (steering, electric, neutral); (steering, much better at simulating the feel old, positive)"
